searchTerms,title,snippet,link,rank
tickets to sydney,"$129 Flights to Sydney, Australia (SYD) - Tripadvisor","Book Cheap Flights to Sydney: Search and compare airfares on Tripadvisor to 
find the best flights for your trip to Sydney. Choose the best airline for you by ...",https://www.tripadvisor.com/Flights-g255060-Sydney_New_South_Wales-Cheap_Discount_Airfares.html,1
tickets to sydney,"Cheap Flights to Sydney, New South Wales (SYD Airport) $600 in ...","Looking for cheap flights to Sydney from airlines such as American Airlines, Delta
, United, JetBlue, Frontier, and more? Compare prices on Expedia to get the ...",https://www.expedia.com/Cheap-Flights-To-Sydney.d178312.Travel-Guide-Flights,2
tickets to sydney,Cheap Flights to Sydney (SYD) from $395 - KAYAK,"Find flights to Sydney on Jetstar, Fiji Airways, Qantas Airways and more. Fly 
round-trip from Honolulu from $395, from Los Angeles from $558, from San ...",https://www.kayak.com/flight-routes/United-States-US0/Sydney-Kingsford-Smith-SYD,3
tickets to sydney,Cheap Flights to Sydney Kingsford Smith Airport - Skyscanner,"Travel to the down under and explore the fascinating city of Sydney, Australia. 
Sydney is located along the southeast shores of the country where beautiful ...",https://www.skyscanner.com/flights-to/syd/cheap-flights-to-sydney-airport.html,4
tickets to sydney,"Cheap Flights to Sydney, Australia - Search Deals on Airfare to ...","Find cheap flights to Sydney from $335. Search and compare the best real-time 
prices for your round-trip, one-way, or last-minute flight to Sydney.",https://www.cheapflights.com/flights-to-sydney/,5
tickets to sydney,Cheap Flights to Sydney | CheapOair,"Book Cheap Flights to Sydney (SYD) starting at $574 round trip. Search 
hundreds of airlines for the cheapest tickets to Sydney, Australia!",https://www.cheapoair.com/flights/cheap-flights-to-sydney-syd-australia,6
tickets to sydney,Cheap Flights to Sydney (SYD) Australia | Cheap Airfares | Tickets,"Looking for cheap flights to Sydney? Use Webjet to search for deals, compare 
airlines and find the best price for your next trip!",https://www.webjet.com.au/flights/sydney/,7
tickets to sydney,Flights to Sydney from £451,"Flights to Sydney. We compare all major airlines and travel agents for cheap 
Sydney flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/syd/cheap-flights-to-sydney-airport.html,8
tickets to sydney,Cheap Flights to Sydney from $94 - Cheapflights.com.au,"The simple way to find cheap flights to Sydney. Quick and easy, cheapflights.com
.au finds the lowest prices for Sydney flights.",https://www.cheapflights.com.au/flights-to-Sydney/,9
tickets to sydney,Cheap flights to Sydney (SYD) from $89* | Virgin Australia,"Discover the best deals on flights to Sydney, Australia with Virgin Australia. Book 
online today and save.",https://flights.virginaustralia.com/en-au/flights-to-sydney,10
tickets to budapest,"$54 Flights to Budapest, Hungary (BUD) - Tripadvisor","Book Cheap Flights to Budapest: Search and compare airfares on Tripadvisor to 
find the best flights for your trip to Budapest. Choose the best airline for you by ...",https://www.tripadvisor.com/Flights-g274887-Budapest_Central_Hungary-Cheap_Discount_Airfares.html,1
tickets to budapest,$299 Cheap Flights to Budapest in 2020 | Skyscanner,"Find cheap flights to Budapest (BUD) in 2019 using Skyscanner's flight 
comparison tool. We compare all major airlines and travel agents for flights to 
Budapest ...",https://www.skyscanner.com/flights-to/bud/cheap-flights-to-budapest-airport.html,2
tickets to budapest,"Cheap Flights to Budapest, Pest County (BUD Airport) $454 in 2020 ...","So what are you waiting for? Expedia can provide you all the information you 
need to choose Budapest flights. When booking your airplane tickets, we are 
there to ...",https://www.expedia.com/Cheap-Flights-To-Budapest.d179994.Travel-Guide-Flights,3
tickets to budapest,Cheap Flights to Budapest (BUD) from $461 - KAYAK,"Find flights to Budapest on TAP AIR PORTUGAL, LOT, Brussels Airlines and 
more. Fly round-trip from Chicago from $461, from New York from $477, from ...",https://www.kayak.com/flight-routes/United-States-US0/Budapest-Ferenc-Liszt-Intl-BUD,4
tickets to budapest,"Cheap Flights to Budapest, Hungary - Search Deals on Airfare to ...","Looking for cheap flights to Budapest, Hungary from your destination? Search for 
airfare and flight ticket deals at cheapflights.com and book your next flight ...",https://www.cheapflights.com/flights-to-budapest/,5
tickets to budapest,Cheap Flights to Budapest Airport (BUD) from £25 Return ...,"Flights to Budapest. We compare all major airlines and travel agents for cheap 
Budapest flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/bud/cheap-flights-to-budapest-airport.html,6
tickets to budapest,"Cheap Flights to Budapest, (BUD) Airline Tickets","Book Cheap Flights to Budapest (BUD) on CheapOair? Search hundreds of 
airlines for the cheapest tickets to Budapest, Hungary. Use promo codes at 
checkout ...",https://www.cheapoair.com/flights/cheap-flights-to-budapest-bud-hungary,7
tickets to budapest,Find flights to Budapest - American Airlines,"Find low-fare American Airlines flights to Budapest. Enjoy our travel experience 
and great prices. Book the lowest fares on Budapest flights today!",https://www.aa.com/en-us/flights-to-budapest,8
tickets to budapest,Cheap flights to Budapest | Airline Tickets | lot.com,"Budapest Sightseeing. With the cheap flights to Budapest offered by LOT Polish 
Airlines you have chance to discover this beautiful Hungarian capital city. 
Weather ...",https://www.lot.com/airline-tickets/flights-to-budapest,9
tickets to budapest,Cheap flights to Budapest from €79 | Skyscanner,"Find cheap flights to Budapest using Skyscanner. We compare hundreds of 
airlines and travel agents in one search and help you get the best deal on your 
next ...",https://www.skyscanner.ie/flights-to/bud/cheap-flights-to-budapest-airport.html,10
tickets to punta cana,"$134 Flights to Punta Cana, Dominican Republic (PUJ) - Tripadvisor","Book Cheap Flights to Punta Cana: Search and compare airfares on Tripadvisor 
to find the best flights for your trip to Punta Cana. Choose the best airline for you ...",https://www.tripadvisor.com/Flights-g147293-Punta_Cana_La_Altagracia_Province_Dominican_Republic-Cheap_Discount_Airfares.html,1
tickets to punta cana,"Cheap Flights to Punta Cana, La Altagracia in 2020 | Expedia","Looking for cheap flights to Punta Cana from airlines such as American Airlines, 
Delta, United, JetBlue, Frontier, and more? Compare prices on Expedia to get ...",https://www.expedia.com/Cheap-Flights-To-Punta-Cana.d601906.Travel-Guide-Flights,2
tickets to punta cana,Cheap Flights to Punta Cana (PUJ) from $134 - KAYAK,"Looking for cheap airfare to Punta Cana? 25% of our users found round-trip 
tickets to Punta Cana for the following prices or less: From Chicago $304, from ...",https://www.kayak.com/flight-routes/United-States-US0/Punta-Cana-PUJ,3
tickets to punta cana,"Cheap Flights to Punta Cana, Dominican Republic - Search Deals ...","Find cheap flights to Punta Cana from $126. Search and compare the best real-
time prices for your round-trip, one-way, or last-minute flight to Punta Cana.",https://www.cheapflights.com/flights-to-punta-cana/,4
tickets to punta cana,Cheap flights to Punta Cana | Skyscanner,"Compare cheap flights to Punta Cana on major airlines Delta, United, 
Southwesta and more. Set price alerts to save and book direct with no added 
fees.",https://www.skyscanner.com/flights-to/puj/cheap-flights-to-punta-cana-airport.html,5
tickets to punta cana,2020 Flights to Punta Cana (SDQ) from | Hotwire,"Wherever you're excited to go – or get away from – start this story with Hotwire's 
cheap flights to Punta Cana. Not sure how to get the best price on plane tickets to
 ...",https://www.hotwire.com/Cheap-Flights-To-Punta-Cana.d601906.Travel-Guide-Flights,6
tickets to punta cana,Cheap flights to Punta Cana from $45 - Jetcost,"Cheap flights to Punta Cana (Dominican Republic) ✈ Compare airfares for Punta 
Cana flights ✈ Find the best deals and save now with Jetcost.",https://us.jetcost.com/en/flights/punta-cana/PUJ,7
tickets to punta cana,Cheap Punta Cana Flights as Low as $70 | Travelocity,"Searching for flights to Punta Cana? As COVID-19 disrupts travel, a few airlines 
are offering WAIVING CHANGE FEE for new bookings.",https://www.travelocity.com/Cheap-Flights-To-Punta-Cana.d601906.Travel-Guide-Flights,8
tickets to punta cana,"$254 + Flights to Punta Cana (SDQ, JBQ) on Orbitz.com","Flights to Punta Cana (SDQ, JBQ): Search on Orbitz for cheap Punta Cana flights, 
airlines, and airfares to Punta Cana.",https://www.orbitz.com/Cheap-Flights-To-Punta-Cana.d601906.Travel-Guide-Flights,9
tickets to punta cana,Cheap Flights to Punta Cana : Best Fare Guarantee on Plane ...,"Booking a flight to Punta Cana? Fly with Delta to get the Best Fare Guarantee 
and a superior experience that you can't get on just any airline. Book direct at ...",https://www.delta.com/us/en/flight-deals/caribbean-flights/flights-to-punta-cana,10
tickets to san francisco,"$41 Flights to San Francisco, California (SFO) - Tripadvisor","Ticket prices and seat availability change rapidly and cannot be guaranteed. 
Popular airlines flying to San Francisco. What Tripadvisor travelers are saying 
about ...",https://www.tripadvisor.com/Flights-g60713-San_Francisco_California-Cheap_Discount_Airfares.html,1
tickets to san francisco,"Cheap Flights to San Francisco, California in 2020 | Expedia","Looking for cheap flights to San Francisco from airlines such as American 
Airlines, Delta, United, JetBlue, Frontier, and more? Compare prices on Expedia 
to get ...",https://www.expedia.com/Cheap-Flights-To-San-Francisco.d178305.Travel-Guide-Flights,2
tickets to san francisco,Cheap Flights to San Francisco (SFO) from $47 - KAYAK,"Find flights to San Francisco on Major Airline, United Airlines, Frontier and more. 
Fly round-trip from Denver from $47, from Las Vegas from $58, from Los ...",https://www.kayak.com/flight-routes/United-States-US0/San-Francisco-SFO,3
tickets to san francisco,Cheap Flights to San Francisco (SFO) from $37 in 2020 | Skyscanner,"Compare cheap flights to San Francisco on major airlines Delta, United, 
American & more. Book SFO flights with no hidden fees & set price alerts to save.",https://www.skyscanner.com/flights-to/sfo/cheap-flights-to-san-francisco-international-airport.html,4
tickets to san francisco,Flights to San Francisco - Get United's Best Fares Today - United ...,"Find flights to San Francisco with United. Discover a modern travel experience 
featuring premium cabins and speedy Wi-Fi.",https://www.united.com/en-us/flights-to-san-francisco,5
tickets to san francisco,"Cheap Flights to San Francisco, California (CA) - Search Deals on ...","Looking for cheap flights to San Francisco, California (CA) from your destination? 
Search for airfare and flight ticket deals at cheapflights.com and book your next ...",https://www.cheapflights.com/flights-to-san-francisco/,6
tickets to san francisco,$29 Flights to San Francisco (SFO) in 2020 - Save up to 40% | Hotwire,"Looking for cheap flights to San Francisco? Browse through our last minute SFO 
flights and save up to 40% with our hot rate flight deals. Book with Hotwire ...",https://www.hotwire.com/Cheap-Flights-To-San-Francisco.d178305.Travel-Guide-Flights,7
tickets to san francisco,"Cheap Flights to San Francisco, (SFO) Plane Tickets","Book Cheap Flights to San Francisco (SFO). Search hundreds of airlines for the 
cheapest tickets to San Francisco, California!",https://www.cheapoair.com/flights/cheap-flights-to-san-francisco-sfo-california,8
tickets to san francisco,Coronavirus Fears Don't Deter Travelers From Booking Cheap Flights,"Mar 15, 2020 ... BELMONT (CBS SF/AP) — While airlines were struggling financially ... 
passengers with extremely low fares on flights from San Francisco to ...",https://sanfrancisco.cbslocal.com/2020/03/15/coronavirus-update-travelers-wary-of-coronavirus-but-still-booking-cheap-airline-flights-deals/,9
tickets to san francisco,"Cheap San Francisco Flights, 2020 SFO Airfare @ $39 | Travelocity","Looking for cheap flights to San Francisco, California? Wander wisely with San 
Francisco (SFO) Airfare Deals from carriers such as American Airline, Delta ...",https://www.travelocity.com/Cheap-Flights-To-San-Francisco.d178305.Travel-Guide-Flights,10
tickets to jakarta,$746 Cheap Flights to Jakarta in 2020 | Skyscanner,"Looking for cheap flights to Jakarta? Compare prices from hundreds of major 
airlines Delta, United, American, etc. & travel agencies for cheap Jakarta flights.",https://www.skyscanner.com/flights-to/cgki/cheap-flights-to-jakarta.html,1
tickets to jakarta,Cheap Flights to Jakarta (JKT) from $582 - KAYAK,"Find flights to Jakarta on Cathay Pacific, Philippine Airlines, China Airlines and 
more. Fly round-trip from San Francisco from $582, from Los Angeles from $608,
 ...",https://www.kayak.com/flight-routes/United-States-US0/Jakarta-JKT,2
tickets to jakarta,"Cheap Flights to Jakarta, Special Capital Region of Jakarta (CGK ...","Looking for cheap flights to Jakarta from airlines such as American Airlines, Delta
, United, JetBlue, Frontier, and more? Compare prices on Expedia to get the ...",https://www.expedia.com/Cheap-Flights-To-Jakarta.d178269.Travel-Guide-Flights,3
tickets to jakarta,"5 Cheap Flights to Jakarta, Indonesia (JKT) - Tripadvisor","Book Cheap Flights to Jakarta: Search and compare airfares on Tripadvisor to 
find the best flights for your trip to Jakarta. Choose the best airline for you by ...",https://www.tripadvisor.com/Flights-g294229-Jakarta_Java-Cheap_Discount_Airfares.html,4
tickets to jakarta,"Cheap Flights to Jakarta, Indonesia - Search Deals on Airfare to ...","Looking for cheap flights to Jakarta, Indonesia from your destination? Search for 
airfare and flight ticket deals at cheapflights.com and book your next flight today.",https://www.cheapflights.com/flights-to-jakarta/,5
tickets to jakarta,"Cheap Flights to Jakarta, (JKT) Airline Tickets","Book Cheap Flights to Jakarta (JKT) on CheapOair? Search hundreds of airlines 
for the cheapest tickets to Jakarta, Indonesia. Use promo codes at checkout ...",https://www.cheapoair.com/flights/cheap-flights-to-jakarta-jkt-indonesia,6
tickets to jakarta,Cheap Flights to Jakarta from £332 Return in 2020 | Skyscanner,"Flights to Jakarta. We compare all major airlines and travel agents for cheap 
Jakarta flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/cgki/cheap-flights-to-jakarta.html,7
tickets to jakarta,Cheap flights to Jakarta from C$503 | Skyscanner,"Cheap Flights to Jakarta. Indonesia has Bali, Sulawesi, Java and so much more, 
islands that showcase the country's natural gifts at their finest. Jakarta, the ...",https://www.skyscanner.ca/flights-to/cgki/cheap-flights-to-jakarta.html,8
tickets to jakarta,Book Cheap Flights Now | Jakarta from $123 | Skyscanner Australia,"Compare flights with Skyscanner for the top deals to Jakarta. Get the chance to 
book discount flight tickets from hundreds of airlines across the globe.",https://www.skyscanner.com.au/flights-to/cgki/cheap-flights-to-jakarta.html,9
tickets to jakarta,"Flights to Jakarta, Cheap Flights to Jakarta","Cheap Flights to Jakarta – Yatra.com offers Jakarta cheap flight tickets. Find 
amazing deals on Jakarta flights and book online now!",https://www.yatra.com/international-flights/flights-to-jakarta-indonesia,10
tickets to dammam,$597 Cheap Flights to Dammam in 2020 | Skyscanner,"Find cheap flights to Dammam (DMM) in 2019 using Skyscanner's flight 
comparison tool. We compare all major airlines and travel agents for flights to 
Dammam ...",https://www.skyscanner.com/flights-to/dmm/cheap-flights-to-dammam-airport.html,1
tickets to dammam,"Cheap Flights to Dammam, Saudi Arabia - Search Deals on Airfare ...","Find cheap flights to Dammam from $1069. Search and compare the best real-
time prices for your round-trip, one-way, or last-minute flight to New York.",https://www.cheapflights.com/flights-to-dammam/,2
tickets to dammam,"Flights to Dammam from ₹ 11,060! Dammam Flight Tickets ...","Dammam Flight Tickets from 100s of airlines and travel agents. Flexible on when 
you fly to Dammam? Use the month view tool to find the cheapest flights to ...",https://www.skyscanner.co.in/flights-to/dmm/cheap-flights-to-dammam-airport.html,3
tickets to dammam,Cheap Flights to Dammam Airport (DMM) from £288 Return ...,"Looking for Flights to Dammam Airport? We compare all major airlines and travel 
agents for cheap Dammam flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/dmm/cheap-flights-to-dammam-airport.html,4
tickets to dammam,"Cheap Flights, Air Tickets to Dammam, Saudi Arabia | Wego.co.in","Dammam Flights - Book cheapest air tickets to Dammam, Saudi Arabia at Wego.
co.in | Compare best flight deals & airfare from major airlines. SAVE NOW!",https://www.wego.co.in/flights-to/dmm/cheap-flights-to-dammam,5
tickets to dammam,Flights to Dammam (DMM) | KLM Dammam tickets,"Jan 5, 2020 ... Find the best ticket deals for flights to Dammam now. Book your cheap Dammam 
trip with KLM and enjoy our convenient departure and arrival ...",https://www.klm.com/en-us/flights-to-dammam,6
tickets to dammam,Cheap flights to Dammam - Skyscanner,"Compare cheap flights to Dammam and get the lowest prices around. Book your 
tickets to Dammam today with Skyscanner.",https://www.skyscanner.ae/flights-to/dmm/cheap-flights-to-dammam-airport.html,7
tickets to dammam,Cheap Flights to Dammam (DMM) from $835 - KAYAK,"Enter your preferred departure airport and travel dates into the search form above 
to unlock the latest Dammam flight deals. FAQs - booking Dammam flights ...",https://www.kayak.com/flight-routes/United-States-US0/Dammam-King-Fahad-Intl-DMM,8
tickets to dammam,"Cheap flights to Dammam DMM, Book Dammam flight tickets - Tajawal","Looking for cheap flights to Dammam? Your search ends here! Tajawal offers 
best prices for flight tickets to Dammam from anywhere in the world. We have ...",https://www.tajawal.com/en/travel/flights/flights-to-dammam-dmm,9
tickets to dammam,"Flights to Dammam, Cheap Flights to Dammam, Dammam Air ...","Book cheap International flights to Dammam at MakeMyTrip India. Best airfares 
deals on Dammam airlines tickets. Online booking of cheap Dammam flight ticket
 ...",https://www.makemytrip.com/international-flights/dammam-flight-tickets.html,10
tickets to munich,"Cheap Flights to Munich, Bavaria (MUC Airport) $519 in 2020 ...","Looking for cheap flights to Munich from airlines such as American Airlines, Delta
, United, JetBlue, Frontier, and more? Compare prices on Expedia to get the ...",https://www.expedia.com/Cheap-Flights-To-Munich.d179896.Travel-Guide-Flights,1
tickets to munich,"$60 Flights to Munich, Germany (MUC) - Tripadvisor","Book Cheap Flights to Munich: Search and compare airfares on Tripadvisor to 
find the best flights for your trip to Munich. Choose the best airline for you by ...",https://www.tripadvisor.com/Flights-g187309-Munich_Upper_Bavaria_Bavaria-Cheap_Discount_Airfares.html,2
tickets to munich,$277 Cheap Flights to Munich in 2020 | Skyscanner,"Find cheap flights to Munich (MUC) in 2019 using Skyscanner's flight comparison 
tool. We compare all major airlines and travel agents for flights to Munich with ...",https://www.skyscanner.com/flights-to/muc/cheap-flights-to-munich-airport.html,3
tickets to munich,Cheap Flights to Munich (MUC) from $460 - KAYAK,"Find flights to Munich on Condor, TAP AIR PORTUGAL, Turkish Airlines and 
more. Fly round-trip from Seattle from $460, from Chicago from $470, from 
Newark ...",https://www.kayak.com/flight-routes/United-States-US0/Munich-Franz-Josef-Strauss-MUC,4
tickets to munich,"Cheap Flights to Munich, Germany - Search Deals on Airfare to ...","Find cheap flights to Munich from $338. Search and compare the best real-time 
prices for your round-trip, one-way, or last-minute flight to Munich.",https://www.cheapflights.com/flights-to-munich/,5
tickets to munich,"Cheap Munich Flights, 2020 MUC Airfare @ $205 | Travelocity","Looking for cheap flights to Munich, Bavaria? Wander wisely with Munich (MUC) 
Airfare Deals from carriers such as American Airline, Delta & Frontier starting ...",https://www.travelocity.com/Cheap-Flights-To-Munich.d179896.Travel-Guide-Flights,6
tickets to munich,"Cheap Flights to Munich, (MUC) Airline Tickets","Book Cheap Flights to Munich (MUC) on CheapOair? Search hundreds of 
airlines for the cheapest tickets to Munich, Germany. Use promo codes at 
checkout ...",https://www.cheapoair.com/flights/cheap-flights-to-munich-muc-germany,7
tickets to munich,Munich flight from 534 $ - Book online at Lufthansa,"We offer several flights per week to Munich on numerous routes for your 
convenience. If you would like to fly to Munich, for example, you have flights on 7 
days ...",https://www.lufthansa.com/us/en/flights/city/munich,8
tickets to munich,Cheap flights to Munich at Skyscanner,"Flights to Munich. We compare all major airlines and travel agents for cheap 
Munich flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/muc/cheap-flights-to-munich-airport.html,9
tickets to munich,Cheap flights to Munich for £20.99 or less - easyJet.com,"from Manchester, one way in May. Over 50 seats as at 30/03. Search more cheap 
flights to Munich from other airports at our travel guide pages.",http://www.easyjet.com/en/cheap-flights/germany/munich,10
tickets to lisbon,"$52 Flights to Lisbon, Portugal (LIS) - Tripadvisor","Ticket prices and seat availability change rapidly and cannot be guaranteed. 
Popular airlines flying to Lisbon. What Tripadvisor travelers are saying about top
 ...",https://www.tripadvisor.com/Flights-g189158-Lisbon_Lisbon_District_Central_Portugal-Cheap_Discount_Airfares.html,1
tickets to lisbon,$226 Cheap Flights to Lisbon in 2020 | Skyscanner,"Find cheap flights to Lisbon (LIS) in 2019 using Skyscanner's flight comparison 
tool. We compare all major airlines and travel agents for flights to Lisbon with no
 ...",https://www.skyscanner.com/flights-to/lis/cheap-flights-to-lisbon-airport.html,2
tickets to lisbon,Cheap Flights to Lisbon (LIS) from $273 - KAYAK,"Find flights to Lisbon on Finnair, British Airways, TAP AIR PORTUGAL and more. 
Fly round-trip from Boston from $273, from New York from $314, from Newark ...",https://www.kayak.com/flight-routes/United-States-US0/Lisbon-Humberto-Delgado-LIS,3
tickets to lisbon,"Cheap Flights to Lisbon District, Portugal (LIS Airport) $367 in 2020 ...","At Expedia.com finding tickets is as easy as entering your dates of travel into our 
state of the art reservation system. We will search for all the deals on Lisbon 
flights ...",https://www.expedia.com/Cheap-Flights-To-Lisbon-District.d178278.Travel-Guide-Flights,4
tickets to lisbon,"Cheap Flights to Lisbon, Portugal - Search Deals on Airfare to ...","Looking for cheap flights to Lisbon, Portugal from your destination? Search for 
airfare and flight ticket deals at cheapflights.com and book your next flight today.",https://www.cheapflights.com/flights-to-lisbon/,5
tickets to lisbon,Cheap Flights to Lisbon (LIS) from $208 | momondo,"evening flights are often costlier. Lisbon flight deals found on momondo. Check 
out some of the best fares to Lisbon found recently by users ...",https://www.momondo.com/flights/lisbon,6
tickets to lisbon,Cheap Flights to Lisbon Airport (LIS) from £24 Return | Lisbon ...,"Flights to Lisbon. We compare all major airlines and travel agents for cheap 
Lisbon flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/lis/cheap-flights-to-lisbon-airport.html,7
tickets to lisbon,Cheap Flights to Lisbon (LIS) from £14 - KAYAK,"Find flights to Lisbon on Ryanair, Wizz Air UK, easyJet and more. Fly from 
London from £14, from Bristol from £28. Search for Lisbon flights on KAYAK now 
to ...",https://www.kayak.co.uk/flight-routes/United-Kingdom-GB0/Lisbon-Humberto-Delgado-LIS,8
tickets to lisbon,THE TOP 10 Lisbon Sightseeing Tickets & Passes (w/Prices),"Lisbon Sightseeing Tickets & Passes: Check out Viator's reviews and photos of 
Lisbon tours.",https://www.viator.com/Lisbon-tours/Sightseeing-Tickets-and-Passes/d538-g8,9
tickets to lisbon,Cheap flights to Lisbon for £26.99 or less - easyJet.com,"from London Luton, one way in June. Over 50 seats as at 27/03. Search more 
cheap flights to Lisbon from other airports at our travel guide pages.",http://www.easyjet.com/en/cheap-flights/portugal/lisbon,10
tickets to zhuhai,TICKETS - Zhuhai Championships,"Tickets · Schedule · Players · Alex De Minaur claimed men's singles title at the 
2019 Huajin Securities Zhuhai Championships. Alex De Minaur claimed men's ...",https://en.zhuhaichampionships.cn/html/TICKETS/,1
tickets to zhuhai,Zhuhai | Overview | ATP Tour | Tennis,"... Zhuhai Championships | ATP 250 tennis tournament · Huajin Securities Zhuhai 
Championships Zhuhai, China September 28 - October 04 2020. Tickets Info.",https://www.atptour.com/en/tournaments/zhuhai/9164/overview,2
tickets to zhuhai,Cheap Flights to Zhuhai (ZUH) - KAYAK,Search prices for multiple airlines. Search and find deals on flights to Zhuhai.,https://www.kayak.com/flight-routes/United-States-US0/Zhuhai-ZUH,3
tickets to zhuhai,Tickets | ATP Tour | Tennis,"Ticket information for all tournaments that comprise the ATP Tour. Get your tickets 
to see the likes of ... Huajin Securities Zhuhai Championships Zhuhai, China.",https://www.atptour.com/en/tournaments/tickets,4
tickets to zhuhai,Cheap Flights to Zhuhai Airport (ZUH) from £425 Return | Zhuhai ...,"Looking for Flights to Zhuhai Airport? We compare all major airlines and travel 
agents for cheap Zhuhai flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/zuh/cheap-flights-to-zhuhai-airport.html,5
tickets to zhuhai,Guangzhou-Zhuhai Intercity High Speed Trains: Tickets Booking ...,"A second class seat ticket costs CNY56-70. The Guangzhou to Zhuhai distance 
by these bullet trains is 116 kilometers (about 72 miles). As Zhuhai is neighboring
 ...",https://www.travelchinaguide.com/china-trains/guangzhou-zhuhai-highspeed.htm,6
tickets to zhuhai,"$297 Flights to Zhuhai, China (ZUH) - Tripadvisor","Book Cheap Flights to Zhuhai: Search and compare airfares on Tripadvisor to 
find the best flights for your trip to Zhuhai. Choose the best airline for you by ...",https://www.tripadvisor.com/Flights-g297418-Zhuhai_Guangdong-Cheap_Discount_Airfares.html,7
tickets to zhuhai,$676 Cheap Flights to Zhuhai in 2020 | Skyscanner,"Find cheap flights to Zhuhai (ZUH) in 2019 using Skyscanner's flight comparison 
tool. We compare all major airlines and travel agents for flights to Zhuhai with ...",https://www.skyscanner.com/flights-to/zuh/cheap-flights-to-zhuhai-airport.html,8
tickets to zhuhai,Cheap flight tickets from Zhuhai to Yiwu | Trip.com,"Enter your dates to find cheap flights from Zhuhai to Yiwu online. Find flight 
tickets from USD155. Book with Trip.com and save up to 60% on flight deals from
 ...",https://www.trip.com/chinaflights/zhuhai-to-yiwu/tickets-zuh-yiw/,9
tickets to zhuhai,2020 Flights to Zhuhai (ZUH) from | Hotwire,"Find the cheapest flights to Zhuhai (ZUH), starting at ! Plan your trip with Hotwire 
and enjoy last minute savings with our Hot Rate deals.",https://www.hotwire.com/Cheap-Flights-To-Zhuhai.d10687.Travel-Guide-Flights,10
tickets to heraklion,Cheap Flights to Heraklion (HER) from $591 - KAYAK,"Enter your preferred departure airport and travel dates into the search form above 
to unlock the latest Heraklion flight deals. FAQs - booking Heraklion flights ...",https://www.kayak.com/flight-routes/United-States-US0/Heraklion-N-Kazantzakis-Apt--HER,1
tickets to heraklion,"$75 Flights to Heraklion, Greece (HER) - Tripadvisor","Book Cheap Flights to Heraklion: Search and compare airfares on Tripadvisor to 
find the best flights for your trip to Heraklion. Choose the best airline for you by ...",https://www.tripadvisor.com/Flights-g189417-Heraklion_Crete-Cheap_Discount_Airfares.html,2
tickets to heraklion,Cheap Flights to Crete Heraklion Airport (HER) from £74 Return ...,"Looking for Flights to Crete Heraklion Airport? We compare all major airlines and 
travel agents for cheap Crete Heraklion flights. Search and Save now at ...",https://www.skyscanner.net/flights-to/her/cheap-flights-to-crete-heraklion-airport.html,3
tickets to heraklion,"Cheap Flights to Heraklion, Crete (HER Airport) $560 in 2020 ...","Looking for cheap flights to Heraklion from airlines such as American Airlines, 
Delta, United, JetBlue, Frontier, and more? Compare prices on Expedia to get the
 ...",https://www.expedia.com/Cheap-Flights-To-Heraklion.d6053601.Travel-Guide-Flights,4
tickets to heraklion,"Cheap Flights to Heraklion, Greece - Search Deals on Airfare to ...","Looking for cheap flights to Heraklion, Greece from your destination? Search for 
airfare and flight ticket deals at cheapflights.com and book your next flight today.",https://www.cheapflights.com/flights-to-heraklion/,5
tickets to heraklion,Flights to Heraklion from £76 | Cheap Heraklion flights | lastminute ...,"Flights to Heraklion. Find cheap flights to Heraklion. Book your flight and save 
money with lastminute.com.",https://www.lastminute.com/flights/heraklion,6
tickets to heraklion,Cheap Flights to Heraklion (HER) from £49 - KAYAK,"Find flights to Heraklion on Jet2, Multiple Airlines, easyJet and more. Fly from 
London from £49. Search for Heraklion flights on KAYAK now to find the best 
deal.",https://www.kayak.co.uk/flight-routes/United-Kingdom-GB0/Heraklion-N-Kazantzakis-Apt--HER,7
tickets to heraklion,$438 Cheap Flights to Crete Heraklion in 2020 | Skyscanner,"Find cheap flights to Crete Heraklion (HER) in 2019 using Skyscanner's flight 
comparison tool. We compare all major airlines and travel agents for flights to ...",https://www.skyscanner.com/flights-to/her/cheap-flights-to-crete-heraklion-airport.html,8
tickets to heraklion,Cheap flights to Crete Heraklion for £28.99 or less - easyJet.com,"from Bristol, one way in October. Over 50 seats as at 26/03. Search more cheap 
flights to Crete Heraklion from other airports at our travel guide pages.",http://www.easyjet.com/en/cheap-flights/greece/crete-heraklion,9
tickets to heraklion,Book affordable airline tickets to Heraklion with Transavia,"Heraklion, Greece. An Island covered with little white houses, beautiful sand and 
pebblestone beaches, unique plants and a rich history. With a ticket to Crete ...",https://www.transavia.com/en-UK/destinations/greece/heraklion/,10
tickets to penang island,"$45 Flights to Penang Island, Malaysia - Tripadvisor","Book Cheap Flights to Penang Island: Search and compare airfares on 
Tripadvisor to find the best flights for your trip to Penang Island. Choose the best 
airline ...",https://www.tripadvisor.com/Flights-g660694-Penang_Island_Penang-Cheap_Discount_Airfares.html,1
